root_mean_discrepancy@1,l2cost,optimal_wasserstein_distance,root_cost_X_TX,wasserstein_distance_TX_Y,iteration,l2dist_to_optimal_map
0.2925570201519489,0.055015359073877335,0.8323764405540791,0.23455353136091842,0.6570333163855714,99,0.6477023698616282
0.11329799150209552,0.223047137260437,0.8288288305757635,0.4722786648372304,0.5215653782166125,199,0.5203828440363579
0.06251257159039823,0.39944785833358765,0.8221402972028509,0.6320188749820591,0.4717142975491694,299,0.46825974084773514
0.0640728381002998,0.48631638288497925,0.8251188360289563,0.69736388125926,0.46400935568048757,399,0.4579044092694298
0.06645422492786421,0.5297144055366516,0.8175934638585705,0.7278148154143688,0.46516815534955963,499,0.46960801535348945
0.06546187320886815,0.552481472492218,0.8444938524302171,0.743290974311015,0.48337557812974297,599,0.4785132701416594
0.06271305501638852,0.5523834824562073,0.8217139216644619,0.7432250550514341,0.47777784175232996,699,0.4851976001719503
0.06311643486291915,0.5499812364578247,0.8164378809585912,0.7416071982241169,0.46307766652164944,799,0.46255130005582246
0.05995735109581789,0.5465297102928162,0.839150174310973,0.7392764775730499,0.47681332414436034,899,0.47728959634237783
0.06053327015337742,0.5693986415863037,0.8071010553968991,0.7545850790906905,0.4477180962038755,999,0.4440324200983803
0.06625370428012822,0.5601038932800293,0.8170951870045605,0.7484008907530971,0.48633948319342624,1099,0.48481990494300087
0.06677755514235842,0.5593430995941162,0.8194956329007766,0.7478924385191471,0.47383542678713114,1199,0.47251677592486074
0.06312805753800305,0.5402044057846069,0.8364361987465574,0.7349859901961444,0.48105374085123065,1299,0.47743817997203547
0.06812461323584564,0.5599197149276733,0.8214354005419451,0.7482778327116696,0.46735618896372555,1399,0.46953396376470435
0.05902982998748496,0.5531466007232666,0.8422009640122595,0.7437382608977883,0.47984309753528065,1499,0.47687279971121666
0.0671689953383085,0.5416799187660217,0.8240055344676307,0.7359890751675746,0.46868423153279876,1599,0.48055290856289634
0.06416736094929522,0.5688310861587524,0.8135836049979627,0.7542089141337116,0.4636060729946796,1699,0.4692143522493395
0.060020087466407586,0.5689578056335449,0.8083840020009949,0.7542929176610005,0.4534317507800289,1799,0.45610480562357564
