root_mean_discrepancy@1,l2cost,optimal_wasserstein_distance,root_cost_X_TX,wasserstein_distance_TX_Y,iteration,l2dist_to_optimal_map
0.08622285759623702,0.25200337171554565,0.8319516228451675,0.5019993742182809,0.5061703962579843,999,0.502198692975255
0.08690219165872543,0.2586422264575958,0.8317246060740924,0.5085688020883662,0.4778228101132392,1999,0.4811521769819184
0.08320290975139875,0.27363547682762146,0.8156504695596363,0.5231017843858129,0.43599933583270345,2999,0.4405864107641948
0.08250396062454433,0.30586302280426025,0.8120257930252006,0.5530488430548067,0.367620993887317,3999,0.360905930517073
0.0834959013418022,0.32679256796836853,0.838581111378568,0.571657736734463,0.37804813983903884,4999,0.40483692488997164
0.08975168881082601,0.34609538316726685,0.8502000701494377,0.5882987193316562,0.3513937851213411,5999,0.3600707636265201
0.0884432479419305,0.3717229962348938,0.827809265382312,0.6096909022077448,0.30807744867994263,6999,0.34499440457810304
0.08840764879756384,0.38183894753456116,0.8282812289768795,0.6179311834942149,0.30454107846414685,7999,0.3362454932024303
0.08143437744391528,0.39659085869789124,0.8080318739626058,0.6297546019664256,0.2715136357137301,8999,0.3219958649635501
0.08309461598969012,0.41403424739837646,0.8098535393938566,0.6434549303551699,0.25300815082741546,9999,0.28801874652791215
0.08907499225743828,0.40415799617767334,0.8493761908480699,0.635734218190018,0.2846224167005831,10999,0.29455494427875467
0.07942688237097076,0.4066803753376007,0.8275897663091183,0.6377149640220157,0.27813637487507414,11999,0.3199652981877976
0.0803841755210419,0.4114528298377991,0.8437630156203837,0.6414458900311071,0.2742552924277909,12999,0.3381052632006675
0.08070658135836858,0.4090076982975006,0.8273886209905187,0.6395370968892271,0.25783310677257837,13999,0.30818849277176086
0.08007271678618899,0.4179368317127228,0.8292896449866533,0.6464803413196126,0.252835182408544,14999,0.3429023183757295
0.07403455955169509,0.40829378366470337,0.8134038742359363,0.6389787036081119,0.2545766675025743,15999,0.3004665089390243
0.07231553068523702,0.42920172214508057,0.8185456731443459,0.6551348885115802,0.23839678608633152,16999,0.2995327744002036
0.07890075638503533,0.42143526673316956,0.8256213758271802,0.6491804577566777,0.2499290961406142,17999,0.31437828368907395
0.07710294649851565,0.4132620096206665,0.826389512543343,0.642854578906199,0.24835218796555092,18999,0.2614890005238198
0.07455342526702977,0.4234025776386261,0.8233904235406064,0.6506939200873373,0.24528601307337758,19999,0.2575753391541205
0.07498843667674501,0.42303362488746643,0.8316344995637973,0.6504103511533825,0.24530860696789353,20999,0.3145854030782928
0.0729759144482161,0.4218812584877014,0.8053852177619146,0.64952387060654,0.23070192983365106,21999,0.24723667520696865
0.07228388426763663,0.4226740896701813,0.8114730983005656,0.6501339013389329,0.22848817296637286,22999,0.2263237155756233
0.07377098246190535,0.4169144630432129,0.8286965119570716,0.6456891380867521,0.24660444249702004,23999,0.24571276142589749
0.07590706043961139,0.41810253262519836,0.8281439378625302,0.646608484807614,0.2454629831530954,24999,0.2634246005751304
0.0733182162816932,0.4244549870491028,0.8355441242436611,0.6515021005715199,0.24207367718756365,25999,0.24525153771157818
0.07547863618592081,0.41958755254745483,0.8153827292719953,0.647755781562353,0.23375421479219607,26999,0.24172641794111044
0.07369947097653476,0.4183150827884674,0.84244272985428,0.6467728216216784,0.25807249819267175,27999,0.2690166957615143
0.07288296664402924,0.41695892810821533,0.8403094732132201,0.6457235694228726,0.25372781290656143,28999,0.259516984034579
0.07301012468733177,0.4194408357143402,0.8229554460059156,0.6476425215459067,0.2361779647639417,29999,0.26326708591412323
0.0733372833881882,0.41184818744659424,0.834895705918546,0.6417539929338922,0.2480950161839734,30999,0.2758915434890857
0.07570648154916391,0.42094895243644714,0.8265691191713882,0.6488057894597175,0.23796021009939147,31999,0.25631108526423896
0.07261617155015906,0.41733434796333313,0.8264577498722746,0.6460142010539189,0.24069929564549267,32999,0.27567088314227495
0.06875070888522285,0.42765170335769653,0.8210440205048566,0.6539508416981329,0.22709365482766006,33999,0.24250003576760926
0.07272656778357475,0.42465412616729736,0.8388308609525348,0.6516549134068563,0.24023227340884307,34999,0.2652848137524392
