root_mean_discrepancy@1,l2cost,optimal_wasserstein_distance,root_cost_X_TX,wasserstein_distance_TX_Y,iteration,l2dist_to_optimal_map
0.0635887108969084,0.49704819917678833,0.8117751653004049,0.7050164531248816,0.4584174181175273,599,0.45193655025508017
0.0578373022134879,0.4864758253097534,0.8252783108765531,0.6974781898452119,0.44074175046943637,1199,0.43198034407584085
0.057244930883496935,0.48595374822616577,0.823115137673098,0.6971038288706825,0.4166722799611599,1799,0.4075914572419084
0.052401523146458295,0.4729962944984436,0.8276124774043963,0.6877472606259102,0.37907836171166337,2399,0.38236486467224157
0.05024868673030697,0.4751983880996704,0.840188722231964,0.6893463484342761,0.3561558358864197,2999,0.3623434859235012
0.050914397280875615,0.49727553129196167,0.8241445927642985,0.7051776593823443,0.296997830566233,3599,0.30711726054533395
0.055392390819563896,0.5269803404808044,0.8091061369902054,0.7259341157989507,0.26697769365052293,4199,0.24984914373462722
0.07233908824133725,0.5251187086105347,0.8245888643420116,0.7246507494031416,0.2515390601749059,4799,0.23636111160935502
0.07596686786786092,0.5491801500320435,0.8250387615093037,0.741066899835665,0.24633142360456417,5399,0.23809574606111408
0.07745681166902703,0.6071118116378784,0.8267950449086728,0.7791738006618796,0.22732958395817507,5999,0.23864105419842974
0.08335563211073309,0.5922859907150269,0.8166268732065477,0.7696011893929393,0.233387888866255,6599,0.25666654582466925
0.08680638597673995,0.6062554717063904,0.8290166058177549,0.7786240888300274,0.23293605177632007,7199,0.2197398272602678
0.10040766000009947,0.5890936255455017,0.8371031283972883,0.7675243485033564,0.23379702060533458,7799,0.21496829310377438
0.08974291491767847,0.5989713072776794,0.811432769013236,0.7739323660874247,0.23291020748126245,8399,0.25012575507520435
0.10162872667769984,0.5858719944953918,0.8192062368102511,0.7654227554073578,0.22063386352461706,8999,0.1997359586592078
0.09197180900904474,0.6086635589599609,0.8169182614858221,0.7801689297581396,0.2167498398281479,9599,0.22480470705541608
0.09208507646860575,0.595993161201477,0.8171782465292787,0.7720059333978444,0.22015665899974926,10199,0.21419562513459714
0.08672083044563636,0.6086694598197937,0.8252664292030323,0.7801727115323848,0.21967590329639325,10799,0.21036597163004458
0.08436954688181854,0.6131026148796082,0.8317845225790178,0.7830086940000144,0.22080034191867212,11399,0.2480774147510627
0.08964974770180688,0.6109383702278137,0.8215358277136127,0.781625466721635,0.21537449275603257,11999,0.1985729479080024
0.08739859556973396,0.6033275127410889,0.8504791263029223,0.7767415997235431,0.22666161918942918,12599,0.2062514802520203
0.0871005281523298,0.6207111477851868,0.832272745094262,0.7878522372787848,0.20973876896894775,13199,0.21938611813371683
0.08468060173729298,0.6121053695678711,0.8299824767763941,0.7823716313670065,0.21458203547619803,13799,0.19231309503443234
0.07524827850470113,0.63009113073349,0.8130338562710442,0.7937827982096173,0.20318975626927765,14399,0.1878545417130179
0.07827878359946595,0.6200621724128723,0.8203642923471143,0.7874402659331515,0.2063490765799628,14999,0.22491445904816082
0.07930114668817408,0.6152380108833313,0.8192971279531165,0.7843710925852198,0.20505755159113356,15599,0.19001241009503209
0.08428188512861257,0.6096280813217163,0.828555530284884,0.7807868347517882,0.2049612055197105,16199,0.19837775420160514
0.07810656210765338,0.6171861886978149,0.8204084616928367,0.785611983550286,0.21164289343685805,16799,0.22979733331930371
0.07796487193219621,0.6153488755226135,0.8166027361627687,0.7844417604402595,0.21075479009109388,17399,0.1845504580356161
0.07377779938284505,0.6089937686920166,0.814032340148801,0.780380528134843,0.19731859286197242,17999,0.1956557408301592
0.07851360351655179,0.6021211743354797,0.8255917238927261,0.7759646733811274,0.20148802003041533,18599,0.17054173107063653
0.07574749064361147,0.6000628471374512,0.8125029830858262,0.7746372358320062,0.20040704722844968,19199,0.20896418037083264
0.07427836834473947,0.6242705583572388,0.82716900748459,0.7901079409531578,0.19635764426054503,19799,0.180274854499675
0.07146298408955712,0.6255648136138916,0.8292894937586915,0.7909265538682411,0.2042131832243596,20399,0.2636659174099646
0.07371704661490223,0.6102842092514038,0.8202483545634952,0.781206892731627,0.19907154940857286,20999,0.18545995285002556
0.07535015611141944,0.6084356904029846,0.8504241073317903,0.7800228781279333,0.20099080656688495,21599,0.2056667562614992
0.06944186219076816,0.6208347678184509,0.8248946742313916,0.7879306871917421,0.19853915372273986,22199,0.17241082943471753
0.07819274706771692,0.6116402745246887,0.8254975835466789,0.7820743407916467,0.19569260600831442,22799,0.17700480500482965
0.06695316696388239,0.6156123876571655,0.8154767657175377,0.7846097040294401,0.20259040308408194,23399,0.191866710676578
0.06907661729542224,0.6277669072151184,0.8196802215434777,0.7923174283171602,0.18957265121732056,23999,0.1967320796399283
0.0745390861768278,0.5994004011154175,0.828355102289659,0.7742095330822383,0.19810031887930477,24599,0.22732646335223233
0.06438757713378422,0.6313623785972595,0.8163113652399551,0.7945831476927129,0.19588519529256143,25199,0.18039656585879074
0.0692081381766379,0.618872880935669,0.8266404680121235,0.7866847405000741,0.20213360573803987,25799,0.1757773648892343
0.06749614914311701,0.6198810338973999,0.8273835203357035,0.7873252402262993,0.19166334164282225,26399,0.1972109255970013
0.07494874260659158,0.6082667112350464,0.8414883874128803,0.7799145538038422,0.19421940617518202,26999,0.16681278605043365
0.06646329168928304,0.6228233575820923,0.8107822317836136,0.7891915848398868,0.1904378024760883,27599,0.1686058662382169
0.064892797275974,0.6273320317268372,0.8314932285764444,0.7920429481580132,0.19206829612337636,28199,0.16883329655678217
0.06972341330012159,0.6081374287605286,0.8188360388914568,0.7798316669387879,0.20381667731487232,28799,0.19371955174496774
0.06839093433490577,0.6001455783843994,0.8010972839973713,0.7746906339852053,0.1930846872649178,29399,0.17310402619360798
0.06290059676993114,0.6306880712509155,0.8139537450072604,0.7941587191808168,0.19013193496958236,29999,0.1960442444511405
