Wall time,Step,Value
1563712879.1442375,20,33.820335388183594
1563712879.3300917,40,68.48091888427734
1563712879.5307512,60,93.78285217285156
1563712879.7827384,80,113.92224884033203
1563712879.9729555,100,130.32278442382812
1563712880.0926347,120,143.94924926757812
1563712880.213606,140,155.9103240966797
1563712880.337045,160,165.83462524414062
1563712880.4594285,180,174.50106811523438
1563712880.5976493,200,181.8721160888672
1563712880.7467966,220,188.2517547607422
1563712880.9680412,240,194.0357666015625
1563712881.2361608,260,198.95669555664062
1563712881.4613857,280,203.7311553955078
1563712881.6939795,300,207.65744018554688
1563712881.9310067,320,211.3319854736328
1563712882.1388752,340,214.68453979492188
1563712882.3598125,360,217.85433959960938
1563712882.5137532,380,220.8956298828125
1563712882.725049,400,223.54232788085938
1563712882.9579816,420,225.95181274414062
1563712883.1673057,440,228.2196807861328
1563712883.362194,460,230.39529418945312
1563712883.5577412,480,232.4338836669922
1563712883.7367253,500,234.32870483398438
1563712883.9453216,520,236.14154052734375
1563712884.1064959,540,237.7598419189453
1563712884.2676768,560,239.3199462890625
1563712884.4340293,580,240.8936004638672
1563712884.6099544,600,242.4426727294922
1563712884.7963002,620,243.87840270996094
1563712884.9835513,640,245.25430297851562
1563712885.1602776,660,246.49107360839844
1563712885.3455868,680,247.62828063964844
1563712885.51906,700,248.79078674316406
1563712885.6946774,720,249.80079650878906
1563712885.8738575,740,250.8518829345703
1563712886.0708954,760,251.78677368164062
1563712886.2616374,780,252.73622131347656
1563712886.4834654,800,253.60789489746094
1563712886.6861596,820,254.47772216796875
1563712886.8857555,840,255.3809814453125
1563712887.1820567,860,256.25360107421875
1563712887.4326768,880,257.046875
1563712887.6026378,900,257.7751159667969
1563712887.763439,920,258.41351318359375
1563712887.9278932,940,259.15631103515625
1563712888.0895617,960,259.8924865722656
1563712888.2483447,980,260.5213317871094
1563712888.414173,1000,261.15545654296875
1563712888.5804691,1020,261.73614501953125
1563712888.7425098,1040,262.3429260253906
1563712888.9282246,1060,262.88470458984375
1563712889.082336,1080,263.4847412109375
1563712889.3047616,1100,264.0594787597656
1563712889.4951594,1120,264.5793762207031
1563712889.6732042,1140,265.1481628417969
1563712889.8803723,1160,265.6579895019531
1563712890.059242,1180,266.09698486328125
1563712890.2201447,1200,266.5426330566406
1563712890.397161,1220,266.97296142578125
1563712890.6179192,1240,267.447021484375
1563712890.7968862,1260,267.8555908203125
1563712890.9714508,1280,268.27386474609375
1563712891.186917,1300,268.6565856933594
1563712891.367987,1320,269.0963439941406
1563712891.5311935,1340,269.44256591796875
1563712891.7061255,1360,269.8462829589844
1563712891.9085586,1380,270.19744873046875
1563712892.0772693,1400,270.5854187011719
1563712892.2070997,1420,270.9485778808594
1563712892.3614311,1440,271.30780029296875
1563712892.5823107,1460,271.6598205566406
1563712892.749863,1480,271.9872741699219
1563712892.8710947,1500,272.3282470703125
1563712893.0004206,1520,272.7083435058594
1563712893.1930876,1540,273.0711975097656
1563712893.375438,1560,273.38525390625
1563712893.5239968,1580,273.69195556640625
1563712893.6464927,1600,274.03082275390625
1563712893.8178394,1620,274.35467529296875
1563712894.029476,1640,274.6505432128906
1563712894.2083116,1660,274.94757080078125
1563712894.373554,1680,275.19720458984375
1563712894.585633,1700,275.4917297363281
1563712894.7793767,1720,275.7856750488281
1563712894.9455276,1740,276.05078125
