root_mean_discrepancy@1,l2cost,optimal_wasserstein_distance,root_cost_X_TX,wasserstein_distance_TX_Y,iteration,l2dist_to_optimal_map
0.06947368619401928,0.6581333670856258,0.8270035208762498,0.8112541938786053,0.1919634741635879,599,0.3794256260394749
0.059428674179268136,0.6327068305709301,0.8177079823288756,0.7954287086665468,0.18457270016898655,1199,0.3405879490875739
0.06346870175064781,0.6334655003590722,0.8330518160976926,0.7959054594353981,0.17396326538644874,1799,0.3594419138243879
0.06269104743450502,0.6444930746350322,0.8316415919781749,0.8028032602294489,0.17393460325007618,2399,0.34593449390960396
0.05490463140784765,0.6459375640261489,0.8543437243240951,0.8037024101159265,0.16645018856060795,2999,0.31906661897377575
0.05983593232956087,0.6270658975129537,0.8006350781049439,0.7918749254225402,0.16282739483557235,3599,0.2407790712614726
0.06341813955202272,0.6266179205853561,0.8203642191410077,0.7915920164992546,0.16823407275717736,4199,0.46476360906707204
0.06693742842832628,0.6164816154720107,0.8279826245520471,0.7851634323324098,0.17841480302576285,4799,0.42916255940003933
0.06472294982447915,0.6526287522643129,0.8313609985685521,0.807854412790023,0.1729779270509812,5399,0.26701737715462304
0.0655235176173659,0.6518618354955357,0.8213840039431247,0.8073796105274988,0.18321463612296238,5999,0.3025118090440243
0.06715269418683918,0.5890839605175638,0.8332550746398384,0.7675180522421371,0.1676884821532869,6599,0.21290885642745358
0.062137717389901086,0.6270170011988256,0.8458147016655364,0.7918440510598193,0.17121770063065928,7199,0.42617038375613414
0.0673939041477325,0.6250143210906834,0.8444151859221697,0.7905784724432379,0.18437586787610347,7799,0.5079011761835158
0.05972423859081085,0.6440897572973079,0.8278189841456477,0.8025520277821917,0.17208509694151244,8399,0.2638517774021959
0.06214476817409389,0.6537484518581204,0.8086741135932828,0.8085471240800504,0.16528850282538043,8999,0.20806926786594607
0.062289078501324154,0.57970110703185,0.8169630499700211,0.7613810524513005,0.18117068255373253,9599,0.3738243595552261
0.052328485345134866,0.6862891601998645,0.8146150672209782,0.828425711937929,0.15578342496264225,10199,0.2708573911236863
0.05605388197104017,0.6874478173630225,0.8322259370608208,0.8291247296776417,0.17052637734133494,10799,0.28191670983323464
0.06287960591086555,0.6732274195951106,0.8263225323783145,0.8205043690286545,0.18005842517541792,11399,0.4508957704485737
0.06312998673493347,0.6760896770339918,0.8294925923460149,0.8222467251585693,0.17638649705589096,11999,0.544401632811699
0.06762528266301117,0.6366372880891232,0.8304459748138975,0.7978955370780835,0.18492851253872036,12599,0.37408785409511386
0.058895572134491814,0.6735613965264285,0.817863306845026,0.8207078630831001,0.1620514498882352,13199,0.21508393093188502
0.0623406096759749,0.6719236893941917,0.8204048027024532,0.819709515251709,0.17330285219167169,13799,0.20506135591026958
0.06484866445325577,0.6014627402389002,0.8191211317610192,0.7755402892428608,0.17357365741070455,14399,0.22179620925980237
0.06501777795049267,0.6071030562484221,0.8273416129774275,0.779168182261328,0.1605890558540578,14999,0.21586273887444463
0.05884577130136993,0.6524656342127803,0.8442471768626232,0.807753448901817,0.17743483632549562,15599,0.393411998992779
0.06262825916377789,0.6571748779260617,0.8197775441042314,0.8106632333626964,0.1595622197205772,16199,0.4714835508877146
0.06335484833108777,0.6502993114080492,0.8329104336491459,0.806411378520944,0.16768164821051132,16799,0.5173891713627797
0.06544695020604398,0.6208251070886635,0.8336452684542847,0.7879245567239692,0.17819624745290413,17399,0.3502868792614722
0.06236616890201692,0.6235943309449589,0.8358657172183583,0.7896798914401701,0.16731501749324532,17999,0.2809563006264627
0.0626810618120727,0.6119756363796498,0.8144573707555134,0.7822887167661629,0.16895546052702112,18599,0.2162974598417628
0.05475225193530372,0.6660433173684938,0.8380884654406443,0.8161147697281883,0.15770793167902877,19199,0.24836008460352021
0.05747340383723043,0.6693909320055774,0.8197750131534609,0.8181631451034551,0.16677687237863145,19799,0.27342977462602935
0.05321399309641021,0.6681296131561787,0.8365913740650627,0.8173919580936545,0.15034804563637974,20399,0.21883201697651092
0.05983943212192587,0.6596425953547991,0.8078158352327586,0.8121838433229259,0.17506441599974173,20999,0.24210743341942073
0.06335614307460001,0.6040241908316699,0.8278090677975526,0.7771899322763194,0.18253280188493753,21599,0.3153173786462809
0.057878697827032886,0.6780772655439626,0.8346729151343057,0.8234544708385295,0.17027758498670406,22199,0.4119247117786655
0.05798801878264039,0.6730736180109732,0.8277091559038692,0.8204106398694334,0.16847907033156478,22799,0.3382628905934888
0.0573872878465183,0.634188899916993,0.8268172948382506,0.796359780449134,0.15582106277849397,23399,0.23693850095845825
0.06228243883923039,0.6305686089684918,0.826562292700341,0.7940835025162604,0.16887225350475774,23999,0.2268761222994736
0.06265899277889368,0.6467442211505597,0.8300995934170244,0.8042040917270689,0.17538755440041537,24599,0.3642173901953663
0.0549183057182058,0.6877572984264033,0.8247986885780481,0.8293113398636265,0.15948774014931724,25199,0.3204566622417938
0.05536382587933166,0.6803958878821719,0.8340653574846622,0.8248611324836271,0.16122319691997414,25799,0.4444868288966293
0.05653434054724511,0.6051191083206563,0.8277119166381778,0.7778940212655296,0.1647372551232938,26399,0.2572198713257459
0.06354906494804446,0.6090925229530768,0.8308736745936706,0.7804437987152417,0.17245897001830918,26999,0.24904605962152698
0.06028077772401199,0.6534300728455171,0.8261351099092983,0.8083502167040701,0.16136576614760456,27599,0.26525710805858305
0.06715083731692974,0.5854179957980087,0.8300567077907524,0.7651261306464502,0.16798129491813404,28199,0.284382005711316
0.06667372740515455,0.583706117826002,0.8280116403192669,0.7640066215851811,0.15922678373182886,28799,0.29060811151694727
0.06563993091923916,0.6475868878663513,0.823688917384195,0.8047278346536494,0.18892486639776918,29399,0.48395008424623387
0.06754156472420617,0.652634864075082,0.8209517094106247,0.8078581955238692,0.1777648448321865,29999,0.466250152124923
0.05681301382303245,0.636552416258644,0.8237960693611953,0.7978423505045618,0.15349310041672873,30599,0.34625326083983327
