Wall time,Step,Value
1563717125.6245704,20,19.91027069091797
1563717125.8548212,60,9.834911346435547
1563717125.9453318,80,7.786102294921875
1563717126.0321636,100,6.398269176483154
1563717126.1198115,120,5.440507888793945
1563717126.2082763,140,4.740667819976807
1563717126.2928624,160,4.20246696472168
1563717126.380024,180,3.7759110927581787
1563717126.4906998,200,3.428581953048706
1563717126.613465,220,3.141374111175537
1563717126.6940005,240,2.9003522396087646
1563717126.780177,260,2.694995403289795
1563717126.8619728,280,2.5172102451324463
1563717127.128895,320,2.2245757579803467
1563717127.332204,340,2.1030750274658203
1563717127.6639812,360,1.9946345090866089
1563717127.9418032,380,1.8971288204193115
1563717128.0907385,400,1.8088504076004028
1563717128.2007027,420,1.7285257577896118
1563717128.3087173,440,1.655160665512085
1563717128.4156241,460,1.5879380702972412
1563717128.5262527,480,1.5261226892471313
1563717128.678955,500,1.4690618515014648
1563717128.8830268,520,1.4162261486053467
1563717129.0223382,540,1.367164134979248
1563717129.1246696,560,1.3214856386184692
1563717129.2533348,580,1.278848648071289
1563717129.3529232,600,1.2389497756958008
1563717129.4549196,620,1.2015268802642822
1563717129.5542738,640,1.1663480997085571
1563717129.6516805,660,1.1332085132598877
1563717129.7467918,680,1.101937174797058
1563717129.8476152,700,1.0723867416381836
1563717129.9432635,720,1.0444246530532837
1563717130.0372663,740,1.0179272890090942
1563717130.1331203,760,0.9927847981452942
1563717130.2347503,780,0.9688977003097534
1563717130.3283179,800,0.946169376373291
1563717130.4249406,820,0.9245179295539856
1563717130.5182805,840,0.9038642048835754
1563717130.6181157,860,0.8841354846954346
1563717130.7168999,880,0.8652709722518921
1563717130.8128655,900,0.84721440076828
1563717130.9065583,920,0.8299157023429871
1563717131.000358,940,0.8133292198181152
1563717131.0953395,960,0.7974118590354919
1563717131.190454,980,0.7821236252784729
1563717131.2841587,1000,0.7674298882484436
1563717131.4478157,1020,0.7979130148887634
1563717131.5462456,1040,0.7882915139198303
1563717131.641243,1060,0.7770830392837524
1563717131.7373676,1080,0.7652924656867981
1563717131.8315682,1100,0.7533472180366516
1563717131.936152,1120,0.7417722940444946
1563717132.0604339,1140,0.7304086089134216
1563717132.1660419,1160,0.7190805673599243
1563717132.2623746,1180,0.7079973816871643
1563717132.3574178,1200,0.6972032785415649
1563717132.455936,1220,0.6867032647132874
1563717132.553393,1240,0.6764935851097107
1563717132.6484158,1260,0.6665672063827515
1563717132.743546,1280,0.6569183468818665
1563717132.8396313,1300,0.6475440859794617
1563717132.9330194,1320,0.6384360790252686
1563717133.0278025,1340,0.6295862197875977
